5.862987162624083703e-01,8.034539422327455771e-01
2.208453988658088951e-01,8.070769006918716570e-01
1.223524882788370460e-01,8.081109052339815468e-01
7.448817473098131581e-01,8.058830760881038335e-01
8.255898583018105030e-02,8.033657610862626752e-01
7.671823395231812670e-01,8.038794286051383908e-01
2.258453354803482138e-01,8.026912421045440116e-01
4.136287252177116569e-01,8.024867591157482938e-01
4.610364726191112372e-01,8.080950036561567185e-01
1.535478849301393223e-01,8.011441369156466763e-01
4.806971685743176570e-01,8.006227226348232584e-01
4.774696163890075340e-01,8.036681243527626917e-01
2.463785748203198289e-02,8.088195511919249459e-01
6.887154370941778181e-01,8.042576219659240966e-01
7.662396903314083740e-01,8.090684652404313004e-01
7.086180383545295225e-01,8.071470464349120855e-01
2.689451030028900957e-01,8.066104775061710974e-01
3.517023651754312419e-01,8.054962971980920150e-01
3.697389376241835834e-01,8.064187458148179832e-01
2.297832628011250711e-01,8.043032473430795637e-01
3.441232335946157184e-01,8.094590738803765229e-01
4.097889326020393574e-01,8.057200041420776726e-01
2.336589207856315520e-01,8.059989255074008208e-01
6.046522144232109319e-01,8.086689235951942667e-01
7.639000700363313134e-02,8.063110692790999012e-01
3.901022430267461205e-01,8.031443600118658432e-01
3.739451576703902158e-01,8.095991119776416722e-01
1.682861618159234296e-01,8.010925507340631579e-01
2.843573716619439140e-01,8.029123844254005826e-01
7.842417818791218576e-01,8.099041343408115434e-01
2.077889205716173804e-01,8.005928724398821972e-01
2.974959510568538912e-01,8.072137546634574612e-01
6.354464646168629383e-01,8.009956626496448351e-01
6.153570072588568918e-01,8.053665386356834155e-01
6.894185686870635266e-02,8.062842850192988298e-01
2.008276545710759864e-01,8.052610714861311303e-01
4.871981172474019184e-01,8.002726859363279432e-01
8.033215714861076384e-02,8.077091559999314274e-01
2.405294922915728328e-01,8.067492795013307960e-01
6.252004326268780776e-01,8.046782690126005333e-01
3.853094354974370139e-01,8.022882654859908591e-01
6.925072335221146291e-01,8.069469108350173503e-01
7.512987474798208387e-01,8.004813799944643371e-01
1.395102290383387067e-01,8.061359955275210210e-01
6.739504801001767742e-01,8.014314740103219981e-01
4.804482128793460816e-01,8.079554315916873675e-01
3.644639879250709535e-01,8.060570499289402280e-01
7.456774292454819708e-01,8.035609844493479814e-01
3.487990383644627435e-01,8.001506744433440899e-01
5.861681836236564136e-01,8.084288303749418425e-01
5.480251882990948564e-01,8.045008191012757992e-01
5.038452757428171780e-02,8.000107840413945848e-01
7.817181692638169865e-01,8.039307897770778810e-01
2.259939031239313056e-01,8.078811660090936542e-01
5.207009264340225485e-01,8.049422858467962794e-01
2.951838812995650208e-01,8.007579044859041151e-01
2.432288184037111889e-01,8.051454707749406969e-01
7.268834947624085441e-01,8.096145545913217001e-01
8.073887254949250192e-01,8.017317180447073310e-01
8.118769278326596339e-01,8.097942690681471101e-01
5.479478165328663941e-01,8.020902559817818522e-01
6.663115870786414652e-01,8.056574355149972444e-01
3.205303673271058806e-01,8.040340596541371010e-01
7.357123523684350186e-01,8.028059318063998084e-01
7.509701069643933691e-01,8.048662105001057609e-01
4.885546694681413560e-01,8.093527589751836615e-01
2.506151644336506723e-01,8.023763477218123219e-01
4.942272470655028616e-01,8.019551043389293588e-01
6.098467849818147712e-01,8.075314910232955778e-01
7.007372538940501716e-01,8.013691166286642797e-01
5.562127675360052370e-01,8.068120303531127746e-01
9.857253311794383910e-02,8.055442885180684742e-01
2.147662783529987462e-01,8.030685215376474062e-01
3.952554437585579783e-01,8.008805173906277108e-01
5.198324903573116329e-02,2.326562130033211218e-01
